study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA36679	SAMN00017374	SRS085335	SRX023838	SRR835072	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835072/SRR835072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835072/SRR835072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835072/SRR835072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835072/SRR835072_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835072	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835072		
PRJNA36679	SAMN00014223	SRS074241	SRX021528	SRR835073	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835073/SRR835073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835073/SRR835073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835073/SRR835073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835073/SRR835073_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835073	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835073		
PRJNA36679	SAMN00014198	SRS074215	SRX021500	SRR835074	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835074/SRR835074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835074/SRR835074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835074/SRR835074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835074/SRR835074_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835074	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835074		
PRJNA36679	SAMN00014199	SRS074216	SRX021501	SRR835075	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835075/SRR835075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835075/SRR835075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835075/SRR835075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835075/SRR835075_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835075	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835075		
PRJNA36679	SAMN00014200	SRS074217	SRX021502	SRR835076	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835076/SRR835076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835076/SRR835076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835076/SRR835076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835076/SRR835076_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835076	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835076		
PRJNA36679	SAMN01057328	SRS346745	SRX156024	SRR835077	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835077/SRR835077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835077/SRR835077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835077/SRR835077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835077/SRR835077_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835077	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835077		
PRJNA36679	SAMN00014201	SRS074218	SRX021503	SRR835078	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835078/SRR835078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835078/SRR835078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835078/SRR835078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835078/SRR835078_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835078	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835078		
PRJNA36679	SAMN00014202	SRS074219	SRX021504	SRR835080	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835080/SRR835080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835080/SRR835080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835080/SRR835080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835080/SRR835080_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835080	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835080		
PRJNA36679	SAMN00014042	SRS074042	SRX021327	SRR835081	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835081/SRR835081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835081/SRR835081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835081/SRR835081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835081/SRR835081_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835081	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835081		
PRJNA36679	SAMN00014045	SRS074045	SRX021331	SRR835082	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835082/SRR835082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835082/SRR835082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835082/SRR835082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835082/SRR835082_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835082	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835082		
PRJNA36679	SAMN00014046	SRS074046	SRX021332	SRR835083	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835083/SRR835083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835083/SRR835083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835083/SRR835083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835083/SRR835083_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835083	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835083		
PRJNA36679	SAMN00014203	SRS074221	SRX021508	SRR835084	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835084/SRR835084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835084/SRR835084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835084/SRR835084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835084/SRR835084_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835084	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835084		
PRJNA36679	SAMN00014106	SRS074107	SRX021380	SRR835085	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835085/SRR835085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835085/SRR835085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835085/SRR835085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835085/SRR835085_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835085	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835085		
PRJNA36679	SAMN01057320	SRS346737	SRX156018	SRR835086	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835086/SRR835086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835086/SRR835086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835086/SRR835086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835086/SRR835086_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835086	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835086		
PRJNA36679	SAMN00014110	SRS074111	SRX021384	SRR835087	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835087/SRR835087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835087/SRR835087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835087/SRR835087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835087/SRR835087_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835087	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835087		
PRJNA36679	SAMN00014112	SRS074113	SRX021386	SRR835088	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835088/SRR835088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835088/SRR835088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835088/SRR835088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835088/SRR835088_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835088	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835088		
PRJNA36679	SAMN00014113	SRS074114	SRX021387	SRR835089	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835089/SRR835089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835089/SRR835089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835089/SRR835089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835089/SRR835089_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835089	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835089		
PRJNA36679	SAMN00017023	SRS084996	SRX023455	SRR835090	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835090/SRR835090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835090/SRR835090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835090/SRR835090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835090/SRR835090_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835090	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835090		
PRJNA36679	SAMN00014114	SRS074115	SRX021388	SRR835091	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835091/SRR835091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835091/SRR835091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835091/SRR835091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835091/SRR835091_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835091	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835091		
PRJNA36679	SAMN00014115	SRS074116	SRX021389	SRR835092	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835092/SRR835092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835092/SRR835092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835092/SRR835092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835092/SRR835092_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835092	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835092		
PRJNA36679	SAMN00014116	SRS074117	SRX021390	SRR835093	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835093/SRR835093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835093/SRR835093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835093/SRR835093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835093/SRR835093_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835093	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835093		
PRJNA36679	SAMN00014118	SRS074125	SRX021399	SRR835094	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835094/SRR835094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835094/SRR835094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835094/SRR835094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835094/SRR835094_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835094	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835094		
PRJNA36679	SAMN00014119	SRS074126	SRX021400	SRR835095	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835095/SRR835095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835095/SRR835095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835095/SRR835095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835095/SRR835095_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835095	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835095		
PRJNA36679	SAMN01057317	SRS346734	SRX156004	SRR835096	7227	Drosophila melanogaster	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835096/SRR835096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835096/SRR835096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835096/SRR835096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835096/SRR835096_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835096	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835096		
PRJNA36679	SAMN01057318	SRS346735	SRX155988	SRR835097	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835097/SRR835097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835097/SRR835097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835097/SRR835097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835097/SRR835097_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835097	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835097		
PRJNA36679	SAMN01057319	SRS346736	SRX156003	SRR835098	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835098/SRR835098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835098/SRR835098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835098/SRR835098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835098/SRR835098_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835098	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835098		
PRJNA36679	SAMN00014107	SRS074108	SRX021381	SRR835099	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835099/SRR835099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835099/SRR835099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835099/SRR835099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835099/SRR835099_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835099	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835099		
PRJNA36679	SAMN00017020	SRS084993	SRX023450	SRR835100	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835100/SRR835100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835100/SRR835100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835100/SRR835100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835100/SRR835100_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835100	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835100		
PRJNA36679	SAMN00014043	SRS074043	SRX021328	SRR835101	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835101/SRR835101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835101/SRR835101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835101/SRR835101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835101/SRR835101_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835101	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835101		
PRJNA36679	SAMN00017017	SRS073967	SRX023427	SRR835103	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835103/SRR835103_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835103	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835103		
PRJNA36679	SAMN00013468	SRS073098	SRX020746	SRR835219	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835219/SRR835219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835219/SRR835219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835219/SRR835219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835219/SRR835219_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835219	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835219		
PRJNA36679	SAMN00013945	SRS073931	SRX021052	SRR835221	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835221/SRR835221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835221/SRR835221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835221/SRR835221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835221/SRR835221_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835221	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835221		
PRJNA36679	SAMN00014227	SRS003443	SRX005978	SRR835223	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835223/SRR835223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835223/SRR835223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835223/SRR835223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835223/SRR835223_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835223	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835223		
PRJNA36679	SAMN00014228	SRS003447	SRX005986	SRR835228	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835228/SRR835228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835228/SRR835228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835228/SRR835228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835228/SRR835228_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835228	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835228		
PRJNA36679	SAMN00014229	SRS003448	SRX005988	SRR835236	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835236/SRR835236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835236/SRR835236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835236/SRR835236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835236/SRR835236_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835236	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835236		
PRJNA36679	SAMN00014230	SRS003467	SRX006140	SRR835242	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835242/SRR835242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835242/SRR835242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835242/SRR835242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835242/SRR835242_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835242	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835242		
PRJNA36679	SAMN00014254	SRS003492	SRX006186	SRR835247	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835247/SRR835247_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835247	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835247		
PRJNA36679	SAMN00014231	SRS003468	SRX006143	SRR835252	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835252/SRR835252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835252/SRR835252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835252/SRR835252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835252/SRR835252_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835252	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835252		
PRJNA36679	SAMN00014232	SRS003469	SRX006145	SRR835256	7227	Drosophila melanogaster	Illumina Genome Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835256/SRR835256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835256/SRR835256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835256/SRR835256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835256/SRR835256_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835256	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/SRR835256		
